StudentId,Courseld,PaymentDate,PaymentNo,PaymentAmount
3862,207,1/9/2017,3,2194
3862,207,1/10/2017,4,2194
3862,207,1/11/2017,5,2194
3862,207,1/12/2017,6,2194
3862,207,1/1/2018,7,2194
3862,207,1/2/2018,8,2194
3862,207,1/3/2018,9,2194
3862,207,1/4/2018,10,2194
3862,207,1/5/2018,11,2194
3863,207,1/7/2017,1,4827
3863,252,1/7/2018,1,2204
3863,207,1/8/2017,2,4827
3863,252,1/8/2018,2,2204
3863,207,1/9/2017,3,4827
3863,252,1/9/2018,3,2204
3863,207,1/10/2017,4,4827
3863,252,1/10/2018,4,2204
3863,207,1/11/2017,5,4827
3863,252,1/11/2018,5,2204
3865,55,1/2/2016,1,3218
3865,55,1/3/2016,2,3218
3865,55,1/4/2016,3,3218
3865,55,1/5/2016,4,3218
3865,55,1/6/2016,5,3218
3865,55,1/7/2016,6,3218
3865,55,1/8/2016,7,3218
3865,55,1/9/2016,8,3218
3865,55,1/10/2016,9,3218
3865,55,1/11/2016,10,3218
3865,55,1/12/2016,11,3218
3865,55,1/1/2017,12,3218
3865,55,1/2/2017,13,3218
3865,55,1/3/2017,14,3218
3865,55,1/4/2017,15,3218
3868,55,1/2/2016,1,2368
3868,55,1/3/2016,2,2368
3868,55,1/4/2016,3,2368
3868,55,1/5/2016,4,2368
3868,55,1/6/2016,5,2368
3868,55,1/7/2016,6,2368
3868,55,1/8/2016,7,2368
3868,55,1/9/2016,8,2368
3868,55,1/10/2016,9,2368
3869,78,1/3/2014,1,9943
3869,78,1/4/2014,2,9943
3869,78,1/5/2014,3,9943
3870,78,1/3/2014,1,5369
3870,78,1/4/2014,2,5369
3870,78,1/5/2014,3,5369
3870,78,1/6/2014,4,5369
3870,78,1/7/2014,5,5369
3871,78,1/3/2014,1,1779
3871,78,1/4/2014,2,1779
3871,78,1/5/2014,3,1779
3871,78,1/6/2014,4,1779
3871,78,1/7/2014,5,1779
3871,78,1/8/2014,6,1779
3871,78,1/9/2014,7,1779
3871,78,1/10/2014,8,1779
3871,78,1/11/2014,9,1779
3871,78,1/12/2014,10,1779
3871,78,1/1/2015,11,1779
3871,78,1/2/2015,12,1779
3871,78,1/3/2015,13,1779
3871,78,1/4/2015,14,1779
3871,78,1/5/2015,15,1779
3872,78,1/3/2014,1,2685
3872,78,1/4/2014,2,2685
3872,78,1/5/2014,3,2685
3872,78,1/6/2014,4,2685
3872,78,1/7/2014,5,2685
3872,78,1/8/2014,6,2685
3872,78,1/9/2014,7,2685
3872,78,1/10/2014,8,2685
3872,78,1/11/2014,9,2685
3872,78,1/12/2014,10,2685
3873,78,1/3/2014,1,7065
3873,78,1/4/2014,2,7065
3873,78,1/5/2014,3,7065
3873,78,1/6/2014,4,7065
3877,72,1/9/2014,1,3088
3877,72,1/10/2014,2,3088
3877,72,1/11/2014,3,3088
3877,72,1/12/2014,4,3088
3877,72,1/1/2015,5,3088
3877,72,1/2/2015,6,3088
3880,75,1/6/2014,1,4448
3880,75,1/7/2014,2,4448
3880,75,1/8/2014,3,4448
3880,75,1/9/2014,4,4448
3880,75,1/10/2014,5,4448
3880,75,1/11/2014,6,4448
3881,75,1/6/2014,1,5071
3881,75,1/7/2014,2,5071
3881,75,1/8/2014,3,5071
3881,75,1/9/2014,4,5071
3881,75,1/10/2014,5,5071
3882,75,1/6/2014,1,7458
3882,75,1/7/2014,2,7458
3882,75,1/8/2014,3,7458
3882,75,1/9/2014,4,7458
3883,75,1/6/2014,1,4448
3883,75,1/7/2014,2,4448
3883,75,1/8/2014,3,4448
3883,75,1/9/2014,4,4448
3883,75,1/10/2014,5,4448
3883,75,1/11/2014,6,4448
3884,75,1/6/2014,1,5338
3884,75,1/7/2014,2,5338
3884,75,1/8/2014,3,5338
3884,75,1/9/2014,4,5338
3884,75,1/10/2014,5,5338
3885,75,1/6/2014,1,2065
3885,75,1/7/2014,2,2065
3885,75,1/8/2014,3,2065
3885,75,1/9/2014,4,2065
3885,75,1/10/2014,5,2065
3885,75,1/11/2014,6,2065
3885,75,1/12/2014,7,2065
3885,75,1/1/2015,8,2065
3885,75,1/2/2015,9,2065
3885,75,1/3/2015,10,2065
3885,75,1/4/2015,11,2065
3885,75,1/5/2015,12,2065
3885,75,1/6/2015,13,2065
3886,75,1/6/2014,1,2983
3886,75,1/7/2014,2,2983
3886,75,1/8/2014,3,2983
3886,75,1/9/2014,4,2983
3886,75,1/10/2014,5,2983
3886,75,1/11/2014,6,2983
3886,75,1/12/2014,7,2983
3886,75,1/1/2015,8,2983
3886,75,1/2/2015,9,2983
3886,75,1/3/2015,10,2983
3887,75,1/6/2014,1,2053
3887,75,1/7/2014,2,2053
3887,75,1/8/2014,3,2053
3887,75,1/9/2014,4,2053
3887,75,1/10/2014,5,2053
3887,75,1/11/2014,6,2053
3887,75,1/12/2014,7,2053
3887,75,1/1/2015,8,2053
3887,75,1/2/2015,9,2053
3887,75,1/3/2015,10,2053
3887,75,1/4/2015,11,2053
3887,75,1/5/2015,12,2053
3887,75,1/6/2015,13,2053
3888,71,1/10/2014,1,8452
3888,71,1/11/2014,2,8452
3888,71,1/12/2014,3,8452
3889,71,1/10/2014,1,2441
3889,71,1/2/1902,2,2441
3889,71,1/12/2014,3,2441
3889,71,1/1/2015,4,2441
3889,71,1/2/2015,5,2441
3889,71,1/3/2015,6,2441
3889,71,1/4/2015,7,2441
3889,71,1/5/2015,8,2441
3889,71,1/6/2015,9,2441
3889,71,1/7/2015,10,2441
3889,71,1/8/2015,11,2441
3890,71,1/10/2014,1,1906
3890,71,1/11/2014,2,1906
3890,71,1/12/2014,3,1906
3890,71,1/1/2015,4,1906
3890,71,1/2/2015,5,1906
3890,71,1/3/2015,6,1906
3890,71,1/4/2015,7,1906
3890,71,1/5/2015,8,1906
3890,71,1/6/2015,9,1906
3890,71,1/7/2015,10,1906
3890,71,1/8/2015,11,1906
3890,71,1/9/2015,12,1906
3890,71,1/10/2015,13,1906
3890,71,1/11/2015,14,1906
3891,71,1/10/2014,1,2966
3891,71,1/11/2014,2,2966
3891,71,1/12/2014,3,2966
3891,71,1/1/2015,4,2966
3891,71,1/2/2015,5,2966
3891,71,1/3/2015,6,2966
3891,71,1/4/2015,7,2966
3891,71,1/5/2015,8,2966
3891,71,1/6/2015,9,2966
3895,77,1/4/2014,1,3604
3895,77,1/5/2014,2,3604
3895,77,1/6/2014,3,3604
3895,77,1/7/2014,4,3604
3895,77,1/8/2014,5,3604
3895,77,1/9/2014,6,3604
3895,77,1/10/2014,7,3604
3895,77,1/11/2014,8,3604
3895,77,1/12/2014,9,3604
3895,77,1/1/2015,10,3604
3897,170,1/6/2018,1,1708
3897,77,1/4/2014,1,3114
3897,77,1/5/2014,2,3114
3897,170,1/7/2018,2,1708
3897,170,1/8/2018,3,1708
3897,77,1/6/2014,3,3114
3897,77,1/7/2014,4,3114
3897,170,1/9/2018,4,1708
3897,170,1/10/2018,5,1708
3897,77,1/8/2014,5,3114
3897,77,1/9/2014,6,3114
3897,77,1/10/2014,7,3114
3897,77,1/11/2014,8,3114
3897,77,1/12/2014,9,3114
3897,77,1/1/2015,10,3114
3897,77,1/2/2015,11,3114
3897,77,1/3/2015,12,3114
3902,31,1/1/2018,1,6383
3902,58,1/12/2015,1,5759
3902,77,1/4/2014,1,6175
3902,31,1/2/2018,2,6383
3902,58,1/1/2016,2,5759
3902,77,1/5/2014,2,6175
3902,31,1/3/2018,3,6383
3902,58,1/2/2016,3,5759
3902,77,1/6/2014,3,6175
3902,31,1/4/2018,4,6383
3902,58,1/3/2016,4,5759
3902,77,1/7/2014,4,6175
3902,31,1/5/2018,5,6383
3902,58,1/4/2016,5,5759
3902,77,1/8/2014,5,6175
3902,31,1/6/2018,6,6383
3902,77,1/9/2014,6,6175
3902,31,1/7/2018,7,6383
3902,31,1/8/2018,8,6383
3917,73,1/8/2014,1,2708
3917,73,1/9/2014,2,2708
3917,73,1/10/2014,3,2708
3917,73,1/11/2014,4,2708
3917,73,1/12/2014,5,2708
3917,73,1/1/2015,6,2708
3917,73,1/2/2015,7,2708
3917,73,1/3/2015,8,2708
3918,73,1/8/2014,1,1548
3918,73,1/9/2014,2,1548
3918,73,1/10/2014,3,1548
3918,73,1/11/2014,4,1548
3918,73,1/12/2014,5,1548
3918,73,1/1/2015,6,1548
3918,73,1/2/2015,7,1548
3918,73,1/3/2015,8,1548
3918,73,1/4/2015,9,1548
3918,73,1/5/2015,10,1548
3918,73,1/6/2015,11,1548
3918,73,1/7/2015,12,1548
3918,73,1/8/2015,13,1548
3918,73,1/9/2015,14,1548
3919,73,1/8/2014,1,7222
3919,73,1/9/2014,2,7222
3919,73,1/10/2014,3,7222
3920,73,1/8/2014,1,4333
3920,73,1/9/2014,2,4333
3920,73,1/10/2014,3,4333
3920,73,1/11/2014,4,4333
3920,73,1/12/2014,5,4333
3921,73,1/8/2014,1,2233
3921,428,1/3/2019,1,4088
3921,73,1/9/2014,2,2233
3921,428,1/4/2019,2,4088
3921,73,1/10/2014,3,2233
3921,428,1/5/2019,3,4088
3921,73,1/11/2014,4,2233
3921,428,1/6/2019,4,4088
3921,73,1/12/2014,5,2233
3921,428,1/7/2019,5,4088
3921,73,1/1/2015,6,2233
3921,428,1/8/2019,6,4088
3921,73,1/2/2015,7,2233
3921,428,1/9/2019,7,4088
3921,73,1/3/2015,8,2233
3921,428,1/10/2019,8,4088
3921,73,1/4/2015,9,2233
3921,428,1/11/2019,9,4088
3921,428,1/12/2019,10,4088
3921,428,1/1/2020,11,4088
3921,428,1/2/2020,12,4088
3922,73,1/8/2014,1,1667
3922,73,1/9/2014,2,1667
3922,73,1/10/2014,3,1667
3922,73,1/11/2014,4,1667
3922,73,1/12/2014,5,1667
3922,73,1/1/2015,6,1667
3922,73,1/2/2015,7,1667
3922,73,1/3/2015,8,1667
3922,73,1/4/2015,9,1667
3922,73,1/5/2015,10,1667
3922,73,1/6/2015,11,1667
3922,73,1/7/2015,12,1667
3922,73,1/8/2015,13,1667
3923,73,1/8/2014,1,3611
3923,73,1/9/2014,2,3611
3923,73,1/10/2014,3,3611
3923,73,1/11/2014,4,3611
3923,73,1/12/2014,5,3611
3923,73,1/1/2015,6,3611
3924,73,1/8/2014,1,4019
3924,73,1/9/2014,2,4019
3924,73,1/10/2014,3,4019
3924,73,1/11/2014,4,4019
3924,73,1/12/2014,5,4019
3925,73,1/8/2014,1,3652
3925,73,1/9/2014,2,3652
3925,73,1/10/2014,3,3652
3925,73,1/11/2014,4,3652
3925,73,1/12/2014,5,3652
3925,73,1/1/2015,6,3652
3925,73,1/2/2015,7,3652
3926,73,1/8/2014,1,1970
3926,73,1/9/2014,2,1970
3926,73,1/10/2014,3,1970
3926,73,1/11/2014,4,1970
3926,73,1/12/2014,5,1970
3926,73,1/1/2015,6,1970
3926,73,1/2/2015,7,1970
3926,73,1/3/2015,8,1970
3926,73,1/4/2015,9,1970
3926,73,1/5/2015,10,1970
3926,73,1/6/2015,11,1970
3927,73,1/8/2014,1,2407
3927,73,1/9/2014,2,2407
3927,73,1/10/2014,3,2407
3927,73,1/11/2014,4,2407
3927,73,1/12/2014,5,2407
3927,73,1/1/2015,6,2407
3927,73,1/2/2015,7,2407
3927,73,1/3/2015,8,2407
3927,73,1/4/2015,9,2407
3928,73,1/8/2014,1,3095
3928,73,1/9/2014,2,3095
3928,73,1/10/2014,3,3095
3928,73,1/11/2014,4,3095
3928,73,1/12/2014,5,3095
3928,73,1/1/2015,6,3095
3928,73,1/2/2015,7,3095
3929,73,1/8/2014,1,4333
3929,73,1/9/2014,2,4333
3929,73,1/10/2014,3,4333
3929,73,1/11/2014,4,4333
3929,73,1/12/2014,5,4333
3930,73,1/8/2014,1,1667
3930,73,1/9/2014,2,1667
3930,73,1/10/2014,3,1667
3930,73,1/11/2014,4,1667
3930,73,1/12/2014,5,1667
3930,73,1/1/2015,6,1667
3930,73,1/2/2015,7,1667
3930,73,1/3/2015,8,1667
3930,73,1/4/2015,9,1667
3930,73,1/5/2015,10,1667
3930,73,1/6/2015,11,1667
3930,73,1/7/2015,12,1667
3930,73,1/8/2015,13,1667
3932,73,1/8/2014,1,3242
3932,73,1/9/2014,2,3242
3932,73,1/10/2014,3,3242
3932,73,1/11/2014,4,3242
3933,70,1/11/2014,1,9577
3933,70,1/12/2014,2,9577
3933,70,1/1/2015,3,9577
3933,70,1/2/2015,4,9577
3934,70,1/11/2014,1,12769
3934,70,1/12/2014,2,12769
3934,70,1/1/2015,3,12769
3935,70,1/11/2014,1,1853
3935,70,1/12/2014,2,1853
3935,70,1/1/2015,3,1853
3936,70,1/11/2014,1,1408
3936,70,1/12/2014,2,1408
3936,70,1/1/2015,3,1408
3936,70,1/2/2015,4,1408
3936,70,1/3/2015,5,1408
3936,70,1/4/2015,6,1408
3936,70,1/5/2015,7,1408
3936,70,1/6/2015,8,1408
3936,70,1/7/2015,9,1408
3936,70,1/8/2015,10,1408
3936,70,1/9/2015,11,1408
3936,70,1/10/2015,12,1408
3936,70,1/11/2015,13,1408
3936,70,1/12/2015,14,1408
3936,70,1/1/2016,15,1408
3937,70,1/11/2014,1,3088
3937,70,1/12/2014,2,3088
3937,70,1/1/2015,3,3088
3937,70,1/2/2015,4,3088
3937,70,1/3/2015,5,3088
3937,70,1/4/2015,6,3088
3938,70,1/11/2014,1,3156
3938,70,1/12/2014,2,3156
3938,70,1/1/2015,3,3156
3938,70,1/2/2015,4,3156
3938,70,1/3/2015,5,3156
3939,70,1/11/2014,1,3109
3939,70,1/12/2014,2,3109
3939,70,1/1/2015,3,3109
3939,70,1/2/2015,4,3109
3939,70,1/3/2015,5,3109
3940,70,1/11/2014,1,4224
3940,70,1/12/2014,2,4224
3940,70,1/1/2015,3,4224
3940,70,1/2/2015,4,4224
3940,70,1/3/2015,5,4224
3941,57,1/12/2015,1,2388
3941,57,1/1/2016,2,2388
3941,57,1/2/2016,3,2388
3941,57,1/3/2016,4,2388
3941,57,1/4/2016,5,2388
3941,57,1/5/2016,6,2388
3941,57,1/6/2016,7,2388
3941,57,1/7/2016,8,2388
3943,80,1/1/2014,1,3397
3943,80,1/2/2014,2,3397
3943,80,1/3/2014,3,3397
3943,80,1/4/2014,4,3397
3943,80,1/5/2014,5,3397
3943,80,1/6/2014,6,3397
3943,80,1/7/2014,7,3397
3943,80,1/8/2014,8,3397
3943,80,1/9/2014,9,3397
3943,80,1/10/2014,10,3397
3943,80,1/11/2014,11,3397
3944,80,1/1/2014,1,12455
3944,80,1/2/2014,2,12455
3944,80,1/3/2014,3,12455
3945,80,1/1/2014,1,12455
3945,80,1/2/2014,2,12455
3945,80,1/3/2014,3,12455
3946,555,1/1/2020,1,1837
3946,555,1/2/2020,2,1837
3946,555,1/3/2020,3,1837
3946,555,1/4/2020,4,1837
3946,555,1/5/2020,5,1837
3946,555,1/6/2020,6,1837
3946,555,1/7/2020,7,1837
3946,555,1/8/2020,8,1837
3946,555,1/9/2020,9,1837
3946,555,1/10/2020,10,1837
3946,555,1/11/2020,11,1837
3946,555,1/12/2020,12,1837
3946,555,1/1/2021,13,1837
3947,80,1/1/2014,1,3226
3947,80,1/2/2014,2,3226
3947,80,1/3/2014,3,3226
3947,80,1/4/2014,4,3226
3947,80,1/5/2014,5,3226
3947,80,1/6/2014,6,3226
3947,80,1/7/2014,7,3226
3947,80,1/8/2014,8,3226
3947,80,1/9/2014,9,3226
3947,80,1/10/2014,10,3226
3947,80,1/11/2014,11,3226
3948,80,1/1/2014,1,2365
3948,80,1/2/2014,2,2365
3948,80,1/3/2014,3,2365
3948,80,1/4/2014,4,2365
3948,80,1/5/2014,5,2365
3948,80,1/6/2014,6,2365
3948,80,1/7/2014,7,2365
3948,80,1/8/2014,8,2365
3948,80,1/9/2014,9,2365
3948,80,1/10/2014,10,2365
3948,80,1/11/2014,11,2365
3948,80,1/12/2014,12,2365
3948,80,1/1/2015,13,2365
3948,80,1/2/2015,14,2365
3948,80,1/3/2015,15,2365
3949,80,1/1/2014,1,1514
3949,80,1/2/2014,2,1514
3949,80,1/3/2014,3,1514
3949,80,1/4/2014,4,1514
3949,80,1/5/2014,5,1514
3949,80,1/6/2014,6,1514
3949,80,1/7/2014,7,1514
3949,80,1/8/2014,8,1514
3949,80,1/9/2014,9,1514
3949,80,1/10/2014,10,1514
3949,80,1/11/2014,11,1514
3949,80,1/12/2014,12,1514
3949,80,1/1/2015,13,1514
3949,80,1/2/2015,14,1514
3955,79,1/3/2014,1,4261
3955,79,1/4/2014,2,4261
3955,79,1/5/2014,3,4261
3955,79,1/6/2014,4,4261
3955,79,1/7/2014,5,4261
3955,79,1/8/2014,6,4261
3955,79,1/9/2014,7,4261
3956,79,1/3/2014,1,1753
3956,79,1/4/2014,2,1753
3956,79,1/5/2014,3,1753
3956,79,1/6/2014,4,1753
3956,79,1/7/2014,5,1753
3956,79,1/8/2014,6,1753
3956,79,1/9/2014,7,1753
3956,79,1/10/2014,8,1753
3956,79,1/11/2014,9,1753
3956,79,1/12/2014,10,1753
3956,79,1/1/2015,11,1753
3956,79,1/2/2015,12,1753
3957,79,1/3/2014,1,1435
3957,79,1/4/2014,2,1435
3957,79,1/5/2014,3,1435
3957,79,1/6/2014,4,1435
3957,79,1/7/2014,5,1435
3957,79,1/8/2014,6,1435
3957,79,1/9/2014,7,1435
3957,79,1/10/2014,8,1435
3957,79,1/11/2014,9,1435
3957,79,1/12/2014,10,1435
3957,79,1/1/2015,11,1435
3957,79,1/2/2015,12,1435
3957,79,1/3/2015,13,1435
3957,79,1/4/2015,14,1435
3958,79,1/3/2014,1,2126
3958,79,1/4/2014,2,2126
3958,79,1/5/2014,3,2126
3958,79,1/6/2014,4,2126
3958,79,1/7/2014,5,2126
3958,79,1/8/2014,6,2126
3958,79,1/9/2014,7,2126
3958,79,1/10/2014,8,2126
3958,79,1/11/2014,9,2126
3958,79,1/12/2014,10,2126
3958,79,1/1/2015,11,2126
3958,79,1/2/2015,12,2126
3958,79,1/3/2015,13,2126
3959,79,1/3/2014,1,2355
3959,79,1/4/2014,2,2355
3959,79,1/5/2014,3,2355
3959,79,1/6/2014,4,2355
3959,79,1/7/2014,5,2355
3959,79,1/8/2014,6,2355
3959,79,1/9/2014,7,2355
3959,79,1/10/2014,8,2355
3959,79,1/11/2014,9,2355
3959,79,1/12/2014,10,2355
3959,79,1/1/2015,11,2355
3959,79,1/2/2015,12,2355
3960,79,1/3/2014,1,3729
3960,79,1/4/2014,2,3729
3960,79,1/5/2014,3,3729
3960,79,1/6/2014,4,3729
3960,79,1/7/2014,5,3729
3960,79,1/8/2014,6,3729
3960,79,1/9/2014,7,3729
3960,79,1/10/2014,8,3729
3961,79,1/3/2014,1,1974
3961,79,1/4/2014,2,1974
3961,79,1/5/2014,3,1974
3961,79,1/6/2014,4,1974
3961,79,1/7/2014,5,1974
3961,79,1/8/2014,6,1974
3961,79,1/9/2014,7,1974
3961,79,1/10/2014,8,1974
3961,79,1/11/2014,9,1974
3961,79,1/12/2014,10,1974
3961,79,1/1/2015,11,1974
3961,79,1/2/2015,12,1974
3961,79,1/3/2015,13,1974
3961,79,1/4/2015,14,1974
3962,79,1/3/2014,1,2019
3962,79,1/4/2014,2,2019
3962,79,1/5/2014,3,2019
3962,79,1/6/2014,4,2019
3962,79,1/7/2014,5,2019
3962,79,1/8/2014,6,2019
3962,79,1/9/2014,7,2019
3962,79,1/10/2014,8,2019
3962,79,1/11/2014,9,2019
3962,79,1/12/2014,10,2019
3962,79,1/1/2015,11,2019
3962,79,1/2/2015,12,2019
3962,79,1/3/2015,13,2019
3962,79,1/4/2015,14,2019
3963,79,1/3/2014,1,3203
3963,79,1/4/2014,2,3203
3963,79,1/5/2014,3,3203
3964,79,1/3/2014,1,1390
3964,79,1/4/2014,2,1390
3964,79,1/5/2014,3,1390
3964,79,1/6/2014,4,1390
3967,66,1/3/2015,1,2347
3967,66,1/4/2015,2,2347
3967,66,1/5/2015,3,2347
3967,66,1/6/2015,4,2347
3967,66,1/7/2015,5,2347
3967,66,1/8/2015,6,2347
3967,66,1/9/2015,7,2347
3967,66,1/10/2015,8,2347
3967,66,1/11/2015,9,2347
3967,66,1/12/2015,10,2347
3967,66,1/1/2016,11,2347
3967,66,1/2/2016,12,2347
3967,66,1/3/2016,13,2347
3967,66,1/4/2016,14,2347
3967,66,1/5/2016,15,2347
3968,66,1/3/2015,1,1575
3968,66,1/4/2015,2,1575
3968,66,1/5/2015,3,1575
3968,66,1/6/2015,4,1575
3973,85,1/6/2013,1,8242
3973,85,1/7/2013,2,8242
3973,85,1/8/2013,3,8242
3973,85,1/9/2013,4,8242
3975,74,1/7/2014,1,3454
3975,74,1/8/2014,2,3454
3975,74,1/9/2014,3,3454
3975,74,1/10/2014,4,3454
3975,74,1/11/2014,5,3454
3975,74,1/12/2014,6,3454
3975,74,1/1/2015,7,3454
3975,74,1/2/2015,8,3454
3976,74,1/7/2014,1,4261
3976,74,1/8/2014,2,4261
3976,74,1/9/2014,3,4261
3976,74,1/10/2014,4,4261
3976,74,1/11/2014,5,4261
3976,74,1/12/2014,6,4261
3976,74,1/1/2015,7,4261
3977,74,1/7/2014,1,9028
3977,74,1/8/2014,2,9028
3977,74,1/9/2014,3,9028
3977,74,1/10/2014,4,9028
3978,74,1/7/2014,1,2426
3978,74,1/8/2014,2,2426
3978,74,1/9/2014,3,2426
3978,74,1/10/2014,4,2426
3978,74,1/11/2014,5,2426
3978,74,1/12/2014,6,2426
3978,74,1/1/2015,7,2426
3978,74,1/2/2015,8,2426
3978,74,1/3/2015,9,2426
3978,74,1/4/2015,10,2426
3978,74,1/5/2015,11,2426
3979,74,1/7/2014,1,5338
3979,74,1/8/2014,2,5338
3979,74,1/9/2014,3,5338
3979,74,1/10/2014,4,5338
3979,74,1/11/2014,5,5338
3987,69,1/12/2014,1,2334
3987,69,1/1/2015,2,2334
3987,69,1/2/2015,3,2334
3987,69,1/3/2015,4,2334
3987,69,1/4/2015,5,2334
3988,56,1/12/2015,1,2480
3988,56,1/1/2016,2,2480
3988,56,1/2/2016,3,2480
3988,56,1/3/2016,4,2480
3989,56,1/12/2015,1,3306
3989,56,1/1/2016,2,3306
3989,56,1/2/2016,3,3306
3990,56,1/12/2015,1,1984
3990,56,1/1/2016,2,1984
3990,56,1/2/2016,3,1984
3990,56,1/3/2016,4,1984
3990,56,1/4/2016,5,1984
3991,56,1/12/2015,1,2480
3991,56,1/1/2016,2,2480
3991,56,1/2/2016,3,2480
3991,56,1/3/2016,4,2480
3996,87,1/4/2013,1,5198
3996,87,1/5/2013,2,5198
3996,87,1/6/2013,3,5198
3996,87,1/7/2013,4,5198
3996,87,1/8/2013,5,5198
3996,87,1/9/2013,6,5198
3996,87,1/10/2013,7,5198
3996,87,1/11/2013,8,5198
3996,87,1/12/2013,9,5198
3999,290,1/11/2018,1,2135
3999,290,1/12/2018,2,2135
3999,290,1/1/2019,3,2135
3999,290,1/2/2019,4,2135
4013,89,1/2/2013,1,6684
4013,89,1/3/2013,2,6684
4013,89,1/4/2013,3,6684
4013,89,1/5/2013,4,6684
4013,89,1/6/2013,5,6684
4013,89,1/7/2013,6,6684
4013,89,1/8/2013,7,6684
4031,76,1/5/2014,1,2923
4031,76,1/6/2014,2,2923
4031,76,1/7/2014,3,2923
4031,76,1/8/2014,4,2923
4031,76,1/9/2014,5,2923
4031,76,1/10/2014,6,2923
4031,76,1/11/2014,7,2923
4031,76,1/12/2014,8,2923
4031,76,1/1/2015,9,2923
4031,76,1/2/2015,10,2923
4031,76,1/3/2015,11,2923
4031,76,1/4/2015,12,2923
4031,76,1/5/2015,13,2923
4032,76,1/5/2014,1,4749
4032,76,1/6/2014,2,4749
4032,76,1/7/2014,3,4749
4032,76,1/8/2014,4,4749
4032,76,1/9/2014,5,4749
4032,76,1/10/2014,6,4749
4032,76,1/11/2014,7,4749
4032,76,1/12/2014,8,4749
4033,76,1/5/2014,1,6908
4033,76,1/6/2014,2,6908
4033,76,1/7/2014,3,6908
4033,76,1/8/2014,4,6908
4033,76,1/9/2014,5,6908
4034,76,1/5/2014,1,4051
4034,76,1/6/2014,2,4051
4034,76,1/7/2014,3,4051
4034,76,1/8/2014,4,4051
4034,76,1/9/2014,5,4051
4034,76,1/10/2014,6,4051
4034,76,1/11/2014,7,4051
4034,76,1/12/2014,8,4051
4034,76,1/1/2015,9,4051
4034,76,1/2/2015,10,4051
4035,76,1/5/2014,1,6193
4035,76,1/6/2014,2,6193
4035,76,1/7/2014,3,6193
4035,76,1/8/2014,4,6193
4035,76,1/9/2014,5,6193
4035,76,1/10/2014,6,6193
4035,76,1/11/2014,7,6193
4036,76,1/5/2014,1,3589
4036,76,1/6/2014,2,3589
4036,76,1/7/2014,3,3589
4036,76,1/8/2014,4,3589
4036,76,1/9/2014,5,3589
4036,76,1/10/2014,6,3589
4036,76,1/11/2014,7,3589
4037,76,1/5/2014,1,2923
4037,76,1/6/2014,2,2923
4037,76,1/7/2014,3,2923
4037,76,1/8/2014,4,2923
4037,76,1/9/2014,5,2923
4037,76,1/10/2014,6,2923
4037,76,1/11/2014,7,2923
4037,76,1/12/2014,8,2923
4037,76,1/1/2015,9,2923
4037,76,1/2/2015,10,2923
4037,76,1/3/2015,11,2923
4037,76,1/4/2015,12,2923
4037,76,1/5/2015,13,2923
4038,76,1/5/2014,1,4051
4038,76,1/6/2014,2,4051
4038,76,1/7/2014,3,4051
4038,76,1/8/2014,4,4051
4038,76,1/9/2014,5,4051
4038,76,1/10/2014,6,4051
4038,76,1/11/2014,7,4051
4038,76,1/12/2014,8,4051
4038,76,1/1/2015,9,4051
4038,76,1/2/2015,10,4051
4039,76,1/5/2014,1,3376
4039,76,1/6/2014,2,3376
4039,76,1/7/2014,3,3376
4039,76,1/8/2014,4,3376
4039,76,1/9/2014,5,3376
4039,76,1/10/2014,6,3376
4039,76,1/11/2014,7,3376
4039,76,1/12/2014,8,3376
4039,76,1/1/2015,9,3376
4039,76,1/2/2015,10,3376
4039,76,1/3/2015,11,3376
4039,76,1/4/2015,12,3376
4040,76,1/5/2014,1,2700
4040,76,1/6/2014,2,2700
4040,76,1/7/2014,3,2700
4040,76,1/8/2014,4,2700
4040,76,1/9/2014,5,2700
4040,76,1/10/2014,6,2700
4040,76,1/11/2014,7,2700
4040,76,1/12/2014,8,2700
4040,76,1/1/2015,9,2700
4040,76,1/2/2015,10,2700
4040,76,1/3/2015,11,2700
4040,76,1/4/2015,12,2700
4040,76,1/5/2015,13,2700
4040,76,1/6/2015,14,2700
4040,76,1/7/2015,15,2700
4041,76,1/5/2014,1,2916
4041,76,1/6/2014,2,2916
4041,76,1/7/2014,3,2916
4041,76,1/8/2014,4,2916
4041,76,1/9/2014,5,2916
4041,76,1/10/2014,6,2916
4041,76,1/11/2014,7,2916
4042,76,1/5/2014,1,4656
4042,76,1/6/2014,2,4656
4042,76,1/7/2014,3,4656
4043,10,1/5/2017,1,1616
4043,10,1/6/2017,2,1616
4043,10,1/7/2017,3,1616
4043,10,1/8/2017,4,1616
4043,10,1/9/2017,5,1616
4060,72,1/9/2014,1,4333
4060,72,1/10/2014,2,4333
4060,72,1/11/2014,3,4333
4060,72,1/12/2014,4,4333
4060,72,1/1/2015,5,4333
4061,72,1/9/2014,1,2167
4061,72,1/10/2014,2,2167
4061,72,1/11/2014,3,2167
4061,72,1/12/2014,4,2167
4061,72,1/1/2015,5,2167
4061,72,1/2/2015,6,2167
4061,72,1/3/2015,7,2167
4061,72,1/4/2015,8,2167
4061,72,1/5/2015,9,2167
4061,72,1/6/2015,10,2167
4062,72,1/9/2014,1,1753
4062,72,1/10/2014,2,1753
4062,72,1/11/2014,3,1753
4062,72,1/12/2014,4,1753
4062,72,1/1/2015,5,1753
